"cohort","sex","age_cat","education_cat","intention_to_vote","choice_of_party","political_orientation","marstat","household","hzcy001a","hzcy002a","hzcy003a","hzcy004a","hzcy005a","hzcy006a","hzcy007a","hzcy008a","hzcy009a","hzcy010a","hzcy011a","hzcy012a","hzcy013a","hzcy014a","hzcy015a","hzcy016a","hzcy018a","hzcy019a","hzcy020a","hzcy021a","hzcy022a","hzcy023a","hzcy024a","hzcy025a","hzcy026a","hzcy027a","hzcy028a","hzcy029a","hzcy030a","hzcy031a","hzcy032a","hzcy033a","hzcy034a","hzcy035a","hzcy036a","hzcy037a","hzcy038a","hzcy039a","hzcy040a","hzcy041a","hzcy042a","hzcy043a","hzcy044a","hzcy045a","hzcy046a","hzcy047a","hzcy048a","hzcy049a","hzcy050a","hzcy051a","hzcy052a","hzcy053a","hzcy054a","hzcy055a","hzcy056a","hzcy057a","hzcy058a","hzcy059a","hzcy060a","hzcy061a","hzcy062a","hzcy063a","hzcy064a","hzcy065a","hzcy066a","hzcy067a","hzcy068a","hzcy069a","hzcy070a","hzcy071a","hzcy072a","hzcy073a","hzcy074a","hzcy075a","hzcy076a","hzcy077a","hzcy078a","hzcy079a","hzcy080a","hzcy081a","hzcy083a","hzcy084a","hzcy085a","hzcy086a","hzcy087a","hzcy088a","hzcy089a","hzcy090a","hzcy091a","hzcy092a","hzcy093a","hzcy095a","hzcy096a","hzcy097a","hzcy098a","hzcy099a","hzza003a","hzzq009a","hzzq023a","hzzp201a","hzzp204a","hzzp207a"
"1","1",7,"1","1",98,4,"3","2",3,5,3,7,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,5,5,5,5,4,4,5,5,5,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",1414,1585222677
"3","1",10,"2","2",6,10,"1","2",1,1,1,1,1,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,2,1,2,NA,NA,NA,NA,NA,NA,4,4,5,4,5,2,5,2,2,3,3,4,3,3,1,2,3,2,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",3,3,"31",962,1584520885
"3","2",3,"3","2",5,1,"2","2",5,5,2,6,4,"1","1","1","0","0","1","1","0","1","0","0","0",3,3,5,4,5,5,2,1,1,3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,4,4,4,5,4,4,4,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","1","1","0","1","0","0","0",NA,NA,NA,NA,"1",4,5,"31",437,1585481561
"1","2",4,"3","2",5,4,"1","2",4,7,2,6,4,"1","1","1","0","0","1","1","0","1","0","0","0",3,3,3,3,3,4,3,1,4,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,5,5,98,NA,3,3,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","1","0","1","0","0",1,1,0,0,"1",4,3,"31",603,1584815612
"1","1",3,"3","2",3,7,"2","2",7,6,2,4,4,"0","0","0","0","0","1","1","0","1","0","0","0",4,4,4,4,5,5,5,1,4,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,5,5,4,5,3,2,4,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","1","1","1","0","0",1,1,0,0,"1",4,5,"31",301,1584464863
"3","2",7,"3","2",3,3,"2","2",4,4,2,5,5,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,3,4,3,4,1,5,2,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,3,3,4,4,4,4,4,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",272,1584467769
"2","2",6,"3","2",3,2,"1","3",6,6,3,6,4,"1","0","1","0","0","1","1","0","1","0","0","0",4,4,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,5,4,5,4,4,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",4,4,"31",380,1584542057
"1","1",5,"3","2",3,4,"2","1",6,97,4,97,4,"1","1","1","0","1","0","0","0","1","0","0","0",5,5,5,3,2,3,3,1,4,2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,4,4,3,4,3,3,3,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","1","0","1","0","0",1,1,1,0,"1",5,3,"31",412,1584507831
"2","1",8,"3","2",5,4,"1","2",4,4,3,3,4,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,4,4,3,3,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,NA,2,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",372,1584541158
"1","1",7,"2","97",97,3,"3","2",4,4,3,4,4,"1","1","0","0","0","0","1","0","1","0","1","0",5,5,5,4,4,4,4,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,3,3,3,5,4,3,2,4,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","0","1","0",NA,NA,NA,NA,"1",4,5,"31",1609,1584562860
"1","2",7,"3","2",1,4,"3","2",3,4,3,3,3,"1","1","1","0","0","0","0","0","1","0","0","0",2,3,4,4,5,4,3,1,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,4,5,4,4,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",2,3,"31",268,1584516171
"1","2",6,"3","2",5,5,"3","2",5,7,3,6,4,"1","1","1","0","0","1","1","1","1","0","0","0",5,4,4,3,4,5,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,5,5,4,5,5,5,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",683,1584511601
"3","1",3,"3","2",5,5,"2","2",6,6,2,4,5,"0","0","0","0","0","1","0","0","0","0","0","0",3,3,3,3,NA,5,2,2,NA,NA,NA,NA,NA,NA,4,2,2,3,2,3,4,3,3,3,3,4,3,2,5,4,4,4,3,3,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","1","1","0","0",NA,NA,NA,NA,"1",5,5,"31",548,1584476620
"1","1",3,"3","2",4,1,"2","2",3,5,2,2,5,"1","0","0","0","0","0","0","1","0","0","0","0",4,4,4,3,4,4,2,1,4,5,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,5,98,4,5,4,3,4,5,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",295,1584609219
"3","1",1,"2","2",4,3,"2","3",6,6,2,4,3,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,4,4,4,5,2,2,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","1","0","1","1","1","0","0",1,1,0,0,"1",3,4,"31",277,1584736600
"3","1",9,"1","2",4,2,"1","2",4,1,4,4,2,"1","1","0","0","0","1","0","0","1","0","0","0",4,4,4,4,4,5,5,1,5,NA,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,4,5,4,3,3,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",1072,1584466399
"1","2",5,"3","2",98,2,"1","3",3,3,5,6,5,"1","1","1","0","0","1","1","0","0","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,5,4,4,4,4,5,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",288,1585342629
"1","2",7,"2","2",4,4,"1","2",5,7,3,7,5,"0","1","0","0","0","1","0","0","1","0","1","0",5,4,4,4,4,5,2,1,5,1,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,5,98,4,3,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",769,1584732708
"1","1",7,"2","2",6,5,"3","1",5,5,3,3,3,"1","1","0","0","0","1","0","0","1","0","1","0",5,5,5,5,4,4,4,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,5,5,4,4,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","1","1","0","1","0",1,1,0,0,"1",3,4,"31",308,1584535925
"1","1",7,"3","2",1,4,"3","3",7,6,1,3,5,"1","1","1","0","0","1","1","0","0","0","0","0",5,5,5,5,5,4,2,1,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,5,5,5,5,5,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,"0","1","0","1","0","1","0","0","0","0","1",0,1,0,0,0,0,0,0,0,0,NA,"1","0","0","1","1","0","1","1","1","0","0",1,1,0,0,"1",5,5,"31",406,1584799453
"1","2",10,"2","2",2,4,"4","1",5,5,6,6,6,"1","1","0","0","1","0","0","0","1","0","0","0",5,5,5,5,4,4,4,1,5,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,5,5,5,4,4,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",496,1584471675
"3","1",7,"3","2",1,6,"3","1",2,2,3,3,3,"0","0","1","0","0","0","0","0","0","0","0","0",2,3,3,2,4,2,3,1,3,1,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,3,1,1,4,2,1,1,1,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"31",698,1585286159
"3","2",2,"3","2",2,5,"2","1",5,5,2,7,4,"1","1","0","0","0","1","0","0","1","0","0","0",5,5,4,5,5,5,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,5,5,5,5,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,0,0,0,"1","0","0","1","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",487,1584897253
"2","2",7,"2","2",5,3,"1","2",4,1,3,4,1,"1","1","1","0","1","1","0","0","1","0","0","0",3,4,4,4,4,4,4,1,5,2,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,2,4,3,4,1,1,1,1,3,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","1","0","1","0","0",1,0,0,0,"1",5,5,"31",372,1584739751
"1","1",10,"3","97",98,5,"3","1",4,4,4,5,5,"1","0","0","0","0","1","0","0","0","0","0","0",4,4,5,3,5,4,5,1,4,1,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,4,4,NA,4,4,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",532,1584514739
"1","1",9,"3","2",1,7,"1","2",4,4,3,4,3,"1","1","0","0","0","1","0","0","1","0","0","0",3,4,4,3,4,4,4,1,4,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,5,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","1","0","1","0","0",1,1,0,0,"1",4,NA,"31",495,1584592222
"2","2",2,"1","1",98,5,"2","1",4,4,3,6,4,"1","1","1","0","0","1","1","1","1","0","0","0",5,5,5,5,5,5,5,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,4,3,3,5,4,4,4,4,98,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1",4,5,"31",242,1585244396
"2","1",5,"3",NA,NA,5,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",7,"2","2",2,3,"1","3",6,7,7,7,6,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,1,5,1,5,2,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,2,4,3,3,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",672,1584523804
"2","1",7,"2","2",6,6,"1","2",1,1,1,1,1,"0","1","0","0","0","1","0","0","0","0","0","0",5,4,4,5,5,5,5,1,5,2,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,5,4,2,5,3,3,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"31",374,1584472594
"1","1",8,"3","2",3,3,"1","2",3,3,5,5,3,"1","1","1","0","0","1","1","0","1","0","0","0",4,3,4,4,4,4,4,1,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,3,3,1,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","1","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",388,1584820852
"3","2",10,"1","2",7,6,"1","3",2,4,3,3,3,"1","0","0","0","0","1","0","1","1","0","0","0",4,4,4,4,4,2,4,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,4,3,4,4,4,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",496,1584521082
"3","1",5,"2","2",6,7,"2","1",5,5,4,5,5,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,5,4,4,1,4,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,5,4,3,5,3,2,3,5,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","1","0","1","0","0",1,0,0,0,"1",3,5,"31",560,1584530933
"3","1",6,"3","2",98,5,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",10,"1","2",5,4,"1","2",3,4,6,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,4,4,4,4,1,5,1,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,98,4,5,4,4,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",273,1584829707
"3","1",1,"3","2",98,2,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"3","2",9,"3","2",5,5,"3","1",4,4,5,4,3,"0","1","1","0","1","1","0","1","1","0","0","0",5,5,5,5,5,5,4,1,4,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,5,4,2,5,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","1","0","1","1","0",1,1,0,0,"1",4,4,"31",258,1584713318
"2","1",4,"2","2",4,1,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",7,"3","1",98,3,"2","2",4,5,3,3,3,"1","1","0","0","0","1","0","0","1","0","0","0",2,3,3,4,4,4,3,1,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,2,4,2,2,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",629,1584719802
"3","1",4,"3","2",5,7,"1","3",4,7,5,5,4,"1","1","1","0","0","1","1","0","1","0","1","0",4,4,4,4,4,4,4,1,5,2,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,5,4,4,5,4,3,3,4,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,0,0,0,"1","0","1","1","0","0","1","0","1","0","0",1,1,0,1,"1",3,5,"31",635,1584678061
"2","2",5,"3","2",7,1,"3","2",6,6,2,7,7,"1","0","1","0","1","1","1","0","1","0","0","0",5,5,5,5,5,2,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,4,4,4,3,5,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0","0","1","0","0","0","1","0",NA,NA,NA,NA,"1",5,5,"31",587,1584984380
"2","2",2,"3",NA,NA,4,"1","2",5,5,2,6,5,"1","1","0","0","0","1","1","1","1","0","1","0",4,5,4,5,5,4,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,4,4,3,5,4,4,4,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",5,5,"31",615,1584980653
"2","2",1,"3","2",98,5,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","2",6,"2","2",5,3,"1","3",4,6,2,4,4,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,4,4,1,5,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,4,98,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",415,1585330476
"2","2",9,"2","2",5,3,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",3,"3","2",5,5,"2","2",5,5,2,5,5,"1","1","0","0","1","1","0","0","1","0","0","0",5,5,5,4,4,3,2,1,5,2,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,4,4,3,4,2,2,2,4,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","1","1","1","1","1","0","0",2,1,0,1,"1",4,4,"31",419,1585323677
"3","1",7,"3","2",5,7,"1","2",2,3,2,2,2,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,5,3,5,2,NA,NA,NA,NA,NA,NA,3,3,5,3,3,2,4,3,2,4,3,2,2,3,4,2,2,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,NA,"31",1240,1584546341
"3","2",1,"2","2",6,6,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
